"depth","yearDay","salinity","temperature","sigmaTheta"
"55","7",31.4028435408931,3.77758265059291,24.9095751413891
"60","7",31.5482950600504,3.77295625933713,25.0313932263676
"65","7",31.6975011011356,3.76592891519563,25.1524531007296
"70","7",31.8530164603211,3.85058762332218,25.2681302623119
"75","7",31.9768946718267,3.84299209185915,25.3745126436075
"80","7",32.0905127066034,3.84120348634844,25.4715490762603
"85","7",32.1979409614312,3.91689422335445,25.553285822042
"90","7",32.297572150401,4.04143503098934,25.6267465587124
"95","7",32.4102732225748,4.14832623940444,25.7083321703257
"100","7",32.5148834067969,4.29625957156049,25.7785353433878
"105","7",32.6183367758574,4.45043422836389,25.8432357259875
"110","7",32.7153287595652,4.61285860149416,25.9023767153603
"115","7",32.823164743667,4.80996413693654,25.9634219722213
"120","7",32.9217198752439,5.06611149456737,26.0160096850273
"125","7",33.0213993173132,5.30465888692586,26.0688825259691
"130","7",33.1296366890109,5.52684137335049,26.1253189543517
"135","7",33.23873836901,5.820424097352,26.1807376538269
"140","7",33.3544877935394,6.18619140164403,26.2393089407761
"145","7",33.4737319906382,6.42168645923962,26.3026617138142
"150","7",33.5515784691573,6.73056815361406,26.3379383001415
"0","8",30.7534169579398,2.90890720786336,24.4638393538912
"5","8",30.804189440354,2.8871903255986,24.5054321694553
"10","8",30.8116665726123,2.94626253652698,24.5061910254806
"15","8",30.8170063241459,3.04016465659353,24.5039652042196
"20","8",30.8508380168749,3.1639414339713,24.520066319265
"25","8",30.8750430306219,3.25163128159013,24.5306802116175
"30","8",30.9072507774556,3.36273327062969,24.5483061246187
"35","8",30.953329510748,3.46107600640311,24.5779208146105
"40","8",31.0362677061982,3.58044815127114,24.6338634838296
"45","8",31.1644078302852,3.74197768660321,24.7250447893394
"50","8",31.2848815144726,3.78166867170655,24.8138268859469
"55","8",31.4037630298705,3.72044262183362,24.9158132594102
"60","8",31.5483783720906,3.72343101365368,25.0362169719533
"65","8",31.6962027629355,3.72494706998661,25.1554382566139
"70","8",31.8497821525291,3.81457919495906,25.2693404461777
"75","8",31.9729748559184,3.8128874361267,25.3744323334649
"80","8",32.08626514483,3.81831751363116,25.4706649973605
"85","8",32.1931922324723,3.89722167643911,25.551815200698
"90","8",32.2926970425927,4.02256585965443,25.6249259128163
"95","8",32.4050656517662,4.13350363598916,25.705876016097
"100","8",32.5096456776048,4.28390983284947,25.775822433115
"105","8",32.613252772809,4.44067859200949,25.8405054910426
"110","8",32.7106704549855,4.60702190820584,25.8997450228858
"115","8",32.8181058536134,4.80518422325484,25.9605973917698
"120","8",32.9163830488934,5.06165093054842,26.0130688570169
"125","8",33.0158607362256,5.30225114971766,26.0658477942044
"130","8",33.1246937682226,5.52761245466944,26.1225317090351
"135","8",33.2344929708283,5.82206925799597,26.1783092755636
"140","8",33.3514368304982,6.18826934932762,26.2373992688452
"145","8",33.4724099464247,6.42984298800003,26.301433758361
"150","8",33.5519679086868,6.74173443409372,26.3375358531159
"0","9",30.7586606172917,2.81721367242769,24.4759710978696
"5","9",30.8104824153448,2.79879297576173,24.5181555202552
"10","9",30.8177493815187,2.85759590155102,24.5186529180052
"15","9",30.8227628370893,2.95196230996608,24.516015630311
"20","9",30.8563110520799,3.07607179242336,24.5318782789908
"25","9",30.8802520009486,3.16509051508059,24.5423313028618
"30","9",30.9126046995556,3.27852325312973,24.5599118188166
"35","9",30.9587594665801,3.37839760291737,24.5894554427606
"40","9",31.0407119858223,3.50059012655708,24.6445469863266
"45","9",31.1673400156759,3.66596792626466,24.7341714951975
"50","9",31.2867194479616,3.71355709664366,24.8215552393115
"55","9",31.4047777074398,3.6639501699618,24.922052559978
"60","9",31.5485565306495,3.67441815710707,25.0410552277601
"65","9",31.6950120540514,3.68431946158789,25.1584641899961
"70","9",31.8466809704786,3.77883127968731,25.2706168110741
"75","9",31.9691920457597,3.782970998042,25.374432587901
"80","9",32.0821502961849,3.79551717044915,25.4698646429251
"85","9",32.1885799018698,3.87762247192092,25.550430714767
"90","9",32.2879572671043,4.00380728480743,25.6231914304646
"95","9",32.3999967168425,4.11875876246551,25.703512927193
"100","9",32.5045422824017,4.27163609050293,25.7732013533755
"105","9",32.6082998278436,4.43100279074956,25.83786383153
"110","9",32.7061433166786,4.60124731130739,25.8972006229279
"115","9",32.8131972334614,4.80051153862257,25.9578652422275
"120","9",32.9112093275603,5.05732390174609,26.0102234952409
"125","9",33.0105012184957,5.2999731377244,26.0629133933235
"130","9",33.1199272567432,5.52848576837482,26.1198421849072
"135","9",33.2304183306188,5.82381567074393,26.1759749043482
"140","9",33.3485299089087,6.19043195149836,26.2355694130344
"145","9",33.4711917225737,6.43797708128667,26.3002661613815
"150","9",33.552424168508,6.75279352168529,26.33717627509
"0","10",30.7638285927642,2.72732945534536,24.4878970235716
"5","10",30.8167213316011,2.71191844048792,24.530701445295
"10","10",30.8237902098282,2.77042011857432,24.5309496277703
"15","10",30.8284889341596,2.8652209421812,24.5279153181483
"20","10",30.8617655711575,2.98962284986882,24.5435494816609
"25","10",30.8854519763273,3.07990930501367,24.5538490257098
"30","10",30.9179547311493,3.19559058066749,24.5713924107756
"35","10",30.9642000445185,3.29694211691901,24.6008807849276
"40","10",31.0451976027433,3.42187540595269,24.6551471308753
"45","10",31.1703414878193,3.59099655022463,24.7432466262202
"50","10",31.2886496857324,3.64631057823784,24.8292635336687
"55","10",31.4058950965334,3.60810494469192,24.9282964677579
"60","10",31.5488359472869,3.6259170552329,25.0459111134971
"65","10",31.6939350531889,3.64404512073612,25.1615349262582
"70","10",31.8437193031635,3.74334249141617,25.2719642590962
"75","10",31.9655523092688,3.75324148583807,25.3745186923424
"80","10",32.0781726627622,3.77280106794146,25.4691525301475
"85","10",32.1841078690962,3.85809516990513,25.5491362222722
"90","10",32.2833551760067,3.98515813854103,25.6215459879751
"95","10",32.3950670864715,4.10409060362276,25.7012451295099
"100","10",32.4995713835089,4.2594372371809,25.7706731694512
"105","10",32.6034746075735,4.42140592541099,25.8353108321034
"110","10",32.701744054788,4.59553407111912,25.8947432616533
"115","10",32.8084377574171,4.79594577349559,25.9552260164314
"120","10",32.9061980888108,5.05313017973718,26.0074742170818
"125","10",33.0053208182236,5.29782474563433,26.0600801065781
"130","10",33.1153373507511,5.52946109166643,26.117251491552
"135","10",33.2265139328755,5.8256631631636,26.1737350800762
"140","10",33.3457654360267,6.19267904071344,26.2338193112069
"145","10",33.4700731096226,6.44608826073455,26.299158676504
"150","10",33.5529422806267,6.76374425951763,26.3368596279003
"0","11",30.7689218097561,2.6392779806479,24.4996175451535
"5","11",30.8229052246939,2.62655333587244,24.5430687750131
"10","11",30.8297881179978,2.68472443307919,24.5430802827409
"15","11",30.8341841436944,2.77993890706599,24.5396639600014
"20","11",30.8672013982584,2.90459845064113,24.5550801730936
"25","11",30.8906421992742,2.99608778355111,24.5652312398193
"30","11",30.9233009612502,3.11393557858493,24.5827456125149
"35","11",30.9696535444382,3.2167100622471,24.6121962636863
"40","11",31.0497288375684,3.34430448791338,24.6656645275493
"45","11",31.1734177200176,3.51708721440066,24.7522714664172
"50","11",31.2906779174458,3.57994310915932,24.8369538137145
"55","11",31.4071206062826,3.5529097542744,24.9345472602577
"60","11",31.5492211666916,3.57792122358595,25.0507866183061
"65","11",31.6929759687269,3.60410706774333,25.1646530458317
"70","11",31.8409015578056,3.70809086456456,25.2733860227109
"75","11",31.9620598587533,3.72367325734123,25.3746942390453
"80","11",32.0743352665199,3.75013223678651,25.4685317181498
"85","11",32.1797786534237,3.83860895140131,25.5479342482724
"90","11",32.2788920733734,3.96658954003121,25.6199914043002
"95","11",32.3902766269561,4.08949814425019,25.6990738696218
"100","11",32.4947309226984,4.24731216554341,25.7682382578491
"105","11",32.5987738421946,4.41188709682069,25.8328461021968
"110","11",32.6974693454154,4.58988144796133,25.8923722398219
"115","11",32.8038258024494,4.79148661832973,25.9526796765615
"120","11",32.9013480942427,5.04905232545377,26.0048211352351
"125","11",33.0003188570711,5.2958058681357,26.0573482265408
"130","11",33.1109235176388,5.5305191100702,26.1147602115129
"135","11",33.2227789332742,5.82759398169138,26.1715891794857
"140","11",33.3431430138246,6.19499017705752,26.232148613415
"145","11",33.4690503797632,6.45417604797869,26.2981110180916
"150","11",33.5535181151389,6.77458549071964,26.3365850495859
"0","12",30.7739411936663,2.55305400668266,24.5111330767715
"5","12",30.8290331301942,2.54270236083268,24.555256339848
"10","12",30.8357421664848,2.60051248765458,24.5550440108817
"15","12",30.8398479940317,2.69611763750181,24.5512612481404
"20","12",30.8726183575337,2.82100239049763,24.566470599107
"25","12",30.895822919701,2.91363821507397,24.5764788039287
"30","12",30.9286435708527,3.03357722269129,24.5939724417259
"35","12",30.975119428723,3.13772616685995,24.6234023780095
"40","12",31.0543043208155,3.26790486279299,24.6760991375995
"45","12",31.1765666145539,3.44426030273932,24.7612455117681
"50","12",31.2928016923445,3.51446717179109,24.8446250113991
"55","12",31.4084516429194,3.49836782035,24.9408035656844
"60","12",31.549709906192,3.53042613159019,25.055680400696
"65","12",31.6921325257998,3.56449231448891,25.1678168302741
"70","12",31.838225312246,3.67305970685258,25.274880101353
"75","12",31.9587124178584,3.69424624278219,25.3749571830673
"80","12",32.0706362911229,3.72748073630999,25.4680004446351
"85","12",32.1755905242612,3.81913921414337,25.5468231501064
"90","12",32.2745666495775,3.94807817679812,25.6185263660308
"95","12",32.3856243878769,4.07494922025746,25.6969979635345
"100","12",32.490020677672,4.2352274489766,25.7658957983198
"105","12",32.59419768107,4.40241654034144,25.8304690996498
"110","12",32.6933192488488,4.5842887021543,25.8900870769385
"115","12",32.7993608437662,4.78713376358086,25.9502256170442
"120","12",32.8966586756044,5.04507510593648,26.0022636675541
"125","12",32.9954945167986,5.29390292084765,26.0547171801657
"130","12",33.1066849421185,5.53164299186367,26.1123677252403
"135","12",33.2192124874908,5.82959261180379,26.1695365793148
"140","12",33.3406622442744,6.19734751882848,26.2305569697114
"145","12",33.4681243126783,6.46223996465412,26.2971231942789
"150","12",33.5541529032576,6.78531605842018,26.3363517683591
"0","13",30.7788876698936,2.46865229179703,24.5224440325819
"5","13",30.8351040836731,2.46037021428605,24.5672629702384
"10","13",30.8416514157463,2.51778792488941,24.5668399401577
"15","13",30.8454800135091,2.61375856636997,24.5627068748353
"20","13",30.8780162731341,2.73883451450864,24.5777210055195
"25","13",30.9009943875195,2.83257152660146,24.5875925767766
"30","13",30.9339827409514,2.95453201002578,24.6050739161
"35","13",30.9805971597572,3.06001171284679,24.6344996268699
"40","13",31.058922683002,3.19270030702464,24.6864509222771
"45","13",31.1797860737114,3.37251140858872,24.7701682582527
"50","13",31.2950185596712,3.44988056754768,24.852276058673
"55","13",31.4098856126765,3.44447941271875,24.9470640122449
"60","13",31.5502998831164,3.48343407558506,25.0605911191752
"65","13",31.6914024495422,3.52520587906061,25.1710245611428
"70","13",31.8356881443259,3.63825554214126,25.2764444944574
"75","13",31.9555077102292,3.66496750900058,25.3753054794663
"80","13",32.0670739202358,3.70485572062191,25.4675569473065
"85","13",32.1715417510171,3.79969384332301,25.5458012851126
"90","13",32.2703775949923,3.9296312334507,25.6171495597578
"95","13",32.3811094188142,4.06041738570856,25.6950162272534
"100","13",32.4854404261318,4.22315555448812,25.7636449706142
"105","13",32.589746273563,4.39296939044356,25.8281792823024
"110","13",32.6892938253761,4.57872811827257,25.8878872925086
"115","13",32.7950423565752,4.78286860029017,25.9478632323059
"120","13",32.8921291646442,5.04120160192494,25.9998012318922
"125","13",32.9908469791671,5.29210391501973,26.0521863944065
"130","13",33.1026208089027,5.53283623837405,26.1100734131846
"135","13",33.2158137512013,5.83166223962879,26.1675766563015
"140","13",33.3383227293483,6.19975479590328,26.2290440301485
"145","13",33.4672956880504,6.4702514737497,26.2961952132001
"150","13",33.554847876196,6.79593480574813,26.3361599813156
"0","14",30.7837621638367,2.38606759433838,24.5335508267408
"5","14",30.8411171207015,2.37956159514995,24.5790874966226
"10","14",30.8475149262393,2.43655438737262,24.5784671985339
"15","14",30.8510797304646,2.53286312655179,24.5740005323559
"20","14",30.8833949692106,2.65809466774447,24.5888316381493
"25","14",30.9061568526416,2.75288584425243,24.5985734171017
"30","14",30.939318652541,2.87679654777531,24.6160510533286
"35","14",30.9860861999248,2.98356204524306,24.6454885092404
"40","14",31.0635825546457,3.11868574818267,24.6967198428332
"45","14",31.1830739997731,3.30183612529701,24.7790392018506
"50","14",31.2973260686688,3.3861810978436,24.8599058874866
"55","14",31.411419921786,3.3912448011807,24.9533272281462
"60","14",31.5509888147932,3.43694735191002,25.0655174322525
"65","14",31.6907834650888,3.48625277954617,25.1742745199953
"70","14",31.8332876318863,3.60368489429161,25.2780772014591
"75","14",31.9524434595111,3.63584412283602,25.3757370833
"80","14",32.0636463375234,3.68226634383227,25.4671994638671
"85","14",32.1676306031003,3.78028072413194,25.5448670106299
"90","14",32.266323599991,3.91125589459791,25.615859672072
"95","14",32.3767307693487,4.04591020262436,25.6931274767843
"100","14",32.4809899457798,4.21110421517026,25.761484954483
"105","14",32.5854197690365,4.38355209661524,25.8259761079945
"110","14",32.6853931352853,4.57317644372594,25.8857724060372
"115","14",32.7908698160841,4.77867510525451,25.9455919167732
"120","14",32.8877588931103,5.03743489415877,25.9974332461025
"125","14",32.9863754259372,5.29041113878583,26.0497552962171
"130","14",33.0987303027037,5.53410235092855,26.1078766557964
"135","14",33.2125818800817,5.83380605129437,26.1657087871841
"140","14",33.3361240710186,6.20221573815887,26.2276094447788
"145","14",33.4665652855624,6.47818688405118,26.2953270829896
"150","14",33.5556042651668,6.80640986751443,26.3360098855509
"0","15",30.7885656008943,2.30529467265408,24.5444538734045
"5","15",30.8470712768507,2.30028120234177,24.5907287494393
"10","15",30.8533317584209,2.35681551769316,24.589924913975
"15","15",30.8566466732359,2.45343275092862,24.5851419129723
"20","15",30.888754269914,2.57878269527544,24.5998027428147
"25","15",30.911310564979,2.67457929414577,24.6094221836426
"30","15",30.9446514866159,2.80036744312674,24.626904871103
"35","15",30.9915860116097,2.9083725090842,24.6563695240937
"40","15",31.0682825662642,3.0458561138414,24.7069058605188
"45","15",31.1864282950223,3.23223004621231,24.7878578385416
"50","15",31.29972176858,3.3233665640934,24.8675134297902
"55","15",31.4130519764803,3.33866425553587,24.9595918415953
"60","15",31.5517744185506,3.39096825690451,25.0704579984367
"65","15",31.690273297574,3.44763803403331,25.1775649883891
"70","15",31.8310213527684,3.56935428716465,25.2797762217928
"75","15",31.949517389349,3.60688315112813,25.3762499496264
"80","15",32.0603517266504,3.65972176005106,25.4669262320198
"85","15",32.1638553499193,3.76090774176187,25.5440186839968
"90","15",32.2624033549469,3.89295934484871,25.6146553895644
"95","15",32.3724874890607,4.03143523302572,25.6913305281327
"100","15",32.476669014318,4.19908116411534,25.7594149296771
"105","15",32.5812183168537,4.37417110834467,25.8238590345658
"110","15",32.6816172388643,4.5676396330876,25.8837419370295
"115","15",32.7868426975006,4.77455684756325,25.9434110648724
"120","15",32.8835471927512,5.0337780633776,25.9951591280384
"125","15",32.9820790388697,5.28882688027985,26.0474233125515
"130","15",33.095012608234,5.53544483085436,26.1057768335261
"135","15",33.2095160298078,5.83602723292847,26.1639323487005
"140","15",33.3340658712573,6.20473407547221,26.2262528636548
"145","15",33.4659338848968,6.48605298588891,26.2945188117818
"150","15",33.5564233013834,6.81671670117972,26.3359016781608
"0","16",30.7932989064654,2.22632828509151,24.5551535867294
"5","16",30.8529655876916,2.22253373477891,24.6021855591269
"10","16",30.8591009727484,2.27857495843994,24.6012122144461
"15","16",30.8621803701608,2.37546887238178,24.5961307089544
"20","16",30.8940939993953,2.50089844217186,24.6106345653341
"25","16",30.9164557744434,2.59765000240034,24.6201397351377
"30","16",30.9499814241707,2.72524130326698,24.6376363871146
"35","16",30.9970960571961,2.83443844940563,24.6671431704025
"40","16",31.0730213483751,2.97420633157519,24.717008936585
"45","16",31.189846861742,3.16368876468274,24.7966236643051
"50","16",31.3022032086475,3.26143476771159,24.8750976175342
"55","16",31.4147791829917,3.28673804558429,24.965856480799
"60","16",31.5526544117171,3.345499086908,25.0754114762363
"65","16",31.6898696721323,3.40936666060979,25.1808942478817
"70","16",31.8288868848134,3.53527024462139,25.2815395548936
"75","16",31.9467272233884,3.57809166071652,25.376842033503
"80","16",32.0571882712815,3.6372311233883,25.4667354894678
"85","16",32.1602142608829,3.74158278140451,25.5432546625519
